Company,TypeName,Inches,Price_euros,Ram (GB),Weight (kg),HDD (GB),SSD (GB),Hybrid (GB),Flash Storage (GB),Total_Storage (GB),OpSys_Clean,Screen_Width,Screen_Height,Touchscreen,Cpu_Speed_GHz,Cpu_Brand,Cpu_Name,Gpu_Brand,Gpu_Name
Lenovo,Notebook,15.6,2090.0,8,2.67,0.0,256.0,0.0,0.0,256.0,Windows,1920,1080,0,2.9,Intel,Core i7 7820HQ,Nvidia,Quadro M2200M
Asus,Notebook,15.6,304.0,4,2.0,500.0,0.0,0.0,0.0,500.0,Windows,1366,768,0,1.1,Intel,Pentium Quad Core N4200,Intel,HD Graphics 500
Acer,Notebook,15.6,469.0,4,2.2,500.0,0.0,0.0,0.0,500.0,Windows,1366,768,0,2.0,Intel,Core i3 6006U,Nvidia,GeForce GTX 940MX
Dell,Notebook,15.6,759.0,8,2.02,2048.0,0.0,0.0,0.0,2048.0,Windows,1920,1080,0,1.6,Intel,Core i5 8250U,AMD,Radeon 530
HP,Gaming,17.3,1699.0,12,3.78,1024.0,0.0,0.0,0.0,1024.0,Windows,1920,1080,0,2.8,Intel,Core i7 7700HQ,Nvidia,GeForce GTX 1060
Lenovo,Ultrabook,14.0,1858.0,12,1.4,0.0,256.0,0.0,0.0,256.0,Windows,2560,1440,0,2.6,Intel,Core i7 6600U,Intel,HD Graphics 520
HP,2 in 1 Convertible,13.3,1999.0,8,1.29,0.0,512.0,0.0,0.0,512.0,Windows,3840,2160,1,1.8,Intel,Core i7 8550U,Intel,UHD Graphics 620
HP,Notebook,15.6,1154.0,8,1.9,500.0,0.0,0.0,0.0,500.0,Windows,1920,1080,0,2.5,Intel,Core i5 7200U,AMD,FirePro W4190M
Google,Ultrabook,12.3,1275.0,8,1.1,0.0,128.0,0.0,0.0,128.0,Chrome OS,2400,1600,1,1.2,Intel,Core i5 7Y57,Intel,HD Graphics 615
Dell,Ultrabook,13.3,1841.85,8,1.42,0.0,256.0,0.0,0.0,256.0,Windows,1920,1080,1,1.6,Intel,Core i5 8250U,Intel,UHD Graphics 620
Asus,Notebook,15.6,1299.0,12,2.06,1024.0,128.0,0.0,0.0,1152.0,Windows,3840,2160,0,2.6,Intel,Core i7 6700HQ,Intel,HD Graphics 530
Dell,Notebook,14.0,740.0,8,1.79,0.0,128.0,0.0,0.0,128.0,Windows,1366,768,0,2.3,Intel,Core i3 6100U,Intel,HD Graphics 520
Dell,Workstation,15.6,2408.0,8,1.78,0.0,256.0,0.0,0.0,256.0,Windows,1920,1080,0,2.8,Intel,Core i7 7700HQ,Nvidia,Quadro M1200
Lenovo,Notebook,14.0,1364.0,8,1.7,0.0,180.0,0.0,0.0,180.0,Windows,1920,1080,0,2.5,Intel,Core i5 7200U,Intel,HD Graphics 620
Dell,Notebook,15.6,675.0,8,2.2,1024.0,0.0,0.0,0.0,1024.0,Windows,1920,1080,0,1.6,Intel,Core i5 8250U,AMD,Radeon 520
Toshiba,Notebook,13.3,1672.0,8,1.05,0.0,256.0,0.0,0.0,256.0,Windows,1920,1080,0,2.5,Intel,Core i5 7200U,Intel,HD Graphics 620
Dell,Notebook,15.6,1262.0,8,2.16,0.0,512.0,0.0,0.0,512.0,Windows,1920,1080,0,1.8,Intel,Core i7 8550U,Nvidia,GeForce 940MX
Dell,Notebook,15.6,586.6,4,2.18,1024.0,0.0,0.0,0.0,1024.0,Windows,1366,768,0,2.4,Intel,Core i3 7100U,Intel,HD Graphics 620
HP,Notebook,13.3,726.0,4,1.49,0.0,128.0,0.0,0.0,128.0,Windows,1920,1080,0,1.6,Intel,Core i5 8250U,Intel,UHD Graphics 620
Chuwi,Notebook,15.6,248.9,4,1.89,0.0,0.0,0.0,64.0,64.0,Windows,1920,1080,0,1.44,Intel,Atom x5-Z8350,Intel,HD Graphics
Lenovo,Notebook,15.6,565.0,4,2.3,0.0,128.0,0.0,0.0,128.0,Windows,1366,768,0,2.0,Intel,Core i3 6006U,Intel,HD Graphics 520
Lenovo,Notebook,14.0,1049.0,8,1.75,0.0,256.0,0.0,0.0,256.0,Windows,1920,1080,0,1.6,Intel,Core i5 8250U,Intel,UHD Graphics 620
Dell,Workstation,15.6,2338.0,16,2.17,0.0,512.0,0.0,0.0,512.0,Windows,1920,1080,0,2.7,Intel,Core i7 6820HQ,Nvidia,Quadro M620
Dell,Notebook,15.6,1899.0,16,2.06,0.0,512.0,0.0,0.0,512.0,Windows,1920,1080,0,2.8,Intel,Core i7 7700HQ,Nvidia,GeForce GTX 1050
Lenovo,Ultrabook,12.5,1798.0,16,1.36,0.0,512.0,0.0,0.0,512.0,Windows,1920,1080,0,2.7,Intel,Core i7 7500U,Intel,HD Graphics 620
Asus,Ultrabook,12.5,1950.0,16,0.91,0.0,512.0,0.0,0.0,512.0,Windows,1920,1080,0,2.7,Intel,Core i7 7500U,Intel,HD Graphics 620
Lenovo,Notebook,15.6,1011.99,8,2.3,0.0,256.0,0.0,0.0,256.0,Windows,1920,1080,0,2.5,Intel,Core i5 7200U,Nvidia,GeForce 940MX
Toshiba,Ultrabook,13.3,2799.0,32,1.05,0.0,512.0,0.0,0.0,512.0,Windows,1920,1080,1,2.7,Intel,Core i7 7500U,Intel,HD Graphics 620
Asus,Gaming,15.6,1350.0,8,1.99,1024.0,128.0,0.0,0.0,1152.0,Windows,1920,1080,0,2.8,Intel,Core i7 7700HQ,Nvidia,GeForce GTX 1050
Acer,Notebook,15.6,579.0,8,2.2,1024.0,0.0,0.0,0.0,1024.0,Windows,1366,768,0,2.5,AMD,A10-Series 9620P,AMD,Radeon RX 540
Asus,Gaming,17.3,1269.0,24,4.33,1024.0,256.0,0.0,0.0,1280.0,Windows,1920,1080,1,2.6,Intel,Core i7 6700HQ,Nvidia,GeForce GTX 965M
Lenovo,Ultrabook,12.5,1099.0,8,1.3,0.0,180.0,0.0,0.0,180.0,Windows,1366,768,0,2.3,Intel,Core i5 6200U,Intel,HD Graphics 520
Lenovo,Notebook,15.6,898.9,8,2.17,0.0,256.0,0.0,0.0,256.0,Windows,1920,1080,0,1.8,Intel,Core i7 8550U,Intel,UHD Graphics 620
HP,Notebook,14.0,1749.0,8,1.48,0.0,1024.0,0.0,0.0,1024.0,Windows,1920,1080,0,2.8,Intel,Core i7 7600U,Intel,HD Graphics 620
Lenovo,Notebook,13.3,949.0,8,1.4,0.0,256.0,0.0,0.0,256.0,Windows,1920,1080,0,2.4,Intel,Core i3 7100U,Intel,HD Graphics 620
Lenovo,Notebook,15.6,911.0,8,2.3,0.0,256.0,0.0,0.0,256.0,Windows,1920,1080,0,2.5,Intel,Core i5 7200U,Intel,HD Graphics 620
Asus,Netbook,11.6,340.0,4,1.2,0.0,0.0,0.0,64.0,64.0,Windows,1366,768,0,1.1,Intel,Celeron Dual Core N3350,Intel,HD Graphics 500
HP,Notebook,15.6,618.99,8,1.91,0.0,256.0,0.0,0.0,256.0,Windows,1366,768,0,2.5,Intel,Core i5 7200U,AMD,Radeon 520
Lenovo,2 in 1 Convertible,13.9,1599.0,8,1.4,0.0,256.0,0.0,0.0,256.0,Windows,1920,1080,1,1.6,Intel,Core i5 8250U,Intel,UHD Graphics 620
Lenovo,Notebook,14.0,299.0,4,2.1,500.0,0.0,0.0,0.0,500.0,Windows,1366,768,0,1.1,Intel,Celeron Dual Core N3350,Intel,HD Graphics 500
Lenovo,Netbook,11.6,265.0,4,1.25,0.0,16.0,0.0,0.0,16.0,Chrome OS,1366,768,0,1.6,Intel,Celeron Dual Core N3060,Intel,HD Graphics 400
Lenovo,Notebook,13.3,949.0,8,1.44,0.0,256.0,0.0,0.0,256.0,Windows,1920,1080,0,2.5,Intel,Core i5 7200U,Intel,HD Graphics 620
Asus,Notebook,15.6,1224.0,8,2.0,1024.0,256.0,0.0,0.0,1280.0,Windows,1920,1080,0,2.7,Intel,Core i7 7500U,Intel,HD Graphics 620
Acer,Notebook,15.6,613.0,4,2.2,1024.0,0.0,0.0,0.0,1024.0,Windows,1920,1080,0,1.6,Intel,Core i5 8250U,Nvidia,GeForce MX150
HP,Ultrabook,13.3,1323.0,8,1.34,0.0,512.0,0.0,0.0,512.0,Windows,1920,1080,0,2.7,Intel,Core i7 7500U,Intel,HD Graphics 620
Lenovo,Gaming,15.6,1149.0,8,2.4,1024.0,256.0,0.0,0.0,1280.0,No OS,1920,1080,0,2.8,Intel,Core i7 7700HQ,Nvidia,GeForce GTX 1060
Dell,Ultrabook,13.3,899.0,8,1.29,0.0,128.0,0.0,0.0,128.0,Windows,1920,1080,1,2.5,Intel,Core i5 7200U,Intel,HD Graphics 620
Acer,Notebook,15.6,639.0,4,2.2,500.0,0.0,0.0,0.0,500.0,Windows,1920,1080,0,2.7,Intel,Core i7 7500U,Nvidia,GeForce 940MX
Dell,Notebook,15.6,836.0,8,2.18,1024.0,0.0,0.0,0.0,1024.0,Windows,1920,1080,0,2.5,Intel,Core i5 7200U,Intel,HD Graphics 620
Dell,Notebook,15.6,1219.24,16,2.2,2048.0,256.0,0.0,0.0,2304.0,Windows,1920,1080,0,1.8,Intel,Core i7 8550U,AMD,Radeon 530
Xiaomi,Notebook,15.6,1399.95,16,1.95,0.0,256.0,0.0,0.0,256.0,No OS,1920,1080,0,1.8,Intel,Core i7 8550U,Nvidia,GeForce MX150
Asus,Netbook,11.6,245.0,2,1.1,0.0,0.0,0.0,32.0,32.0,Windows,1366,768,0,1.1,Intel,Celeron Dual Core N3350,Intel,HD Graphics 500
HP,Notebook,15.6,521.47,4,2.04,1024.0,0.0,0.0,0.0,1024.0,Windows,1366,768,1,1.6,Intel,Core i5 8250U,Intel,UHD Graphics 620
Asus,Gaming,15.6,2968.0,24,2.24,0.0,512.0,0.0,0.0,512.0,Windows,1920,1080,0,2.8,Intel,Core i7 7700HQ,Nvidia,GeForce GTX1080
HP,Notebook,15.6,889.0,8,2.04,0.0,256.0,0.0,0.0,256.0,Windows,1920,1080,0,2.5,Intel,Core i5 7200U,Nvidia,GeForce 930MX
Asus,Gaming,17.3,1504.0,16,3.0,1024.0,256.0,0.0,0.0,1280.0,Windows,1920,1080,0,2.8,Intel,Core i7 7700HQ,Nvidia,GeForce GTX1050 Ti
Lenovo,Gaming,15.6,1399.0,8,3.2,1024.0,256.0,0.0,0.0,1280.0,Windows,1920,1080,0,2.8,Intel,Core i7 7700HQ,Nvidia,GeForce GTX 1060
HP,Ultrabook,13.3,1399.0,8,1.32,0.0,256.0,0.0,0.0,256.0,Windows,1920,1080,0,2.7,Intel,Core i7 7500U,Intel,HD Graphics 620
Dell,Notebook,14.0,1279.73,8,1.64,0.0,256.0,0.0,0.0,256.0,Windows,1920,1080,0,2.6,Intel,Core i5 7300U,Intel,HD Graphics 620
HP,Notebook,15.6,689.0,4,1.63,0.0,128.0,0.0,0.0,128.0,Windows,1366,768,0,2.0,Intel,Core i3 6006U,Intel,HD Graphics 520
Dell,Notebook,17.3,889.0,8,2.8,1024.0,128.0,0.0,0.0,1152.0,Linux,1920,1080,0,1.6,Intel,Core i5 8250U,AMD,Radeon 530
Lenovo,Notebook,14.0,1340.0,8,2.02,0.0,256.0,0.0,0.0,256.0,Windows,1920,1080,0,2.3,Intel,Core i5 6200U,Intel,HD Graphics 520
Lenovo,Notebook,15.6,799.0,4,2.2,1024.0,0.0,0.0,0.0,1024.0,Windows,1920,1080,0,2.7,Intel,Core i7 7500U,Nvidia,GeForce 920MX
Lenovo,Notebook,15.6,459.0,8,2.2,2048.0,0.0,0.0,0.0,2048.0,No OS,1366,768,0,2.0,Intel,Core i3 6006U,Nvidia,GeForce 920MX
Dell,Notebook,15.6,585.0,4,2.3,500.0,0.0,0.0,0.0,500.0,Windows,1920,1080,0,2.5,Intel,Core i5 7200U,AMD,Radeon R5 M430
Dell,Notebook,15.6,1377.0,8,1.9,0.0,256.0,0.0,0.0,256.0,Windows,1920,1080,0,2.8,Intel,Core i5 7440HQ,Intel,HD Graphics 620
Dell,Gaming,17.3,3012.77,16,4.42,1024.0,128.0,0.0,0.0,1152.0,Windows,1920,1080,0,2.8,Intel,Core i7 7700HQ,Nvidia,GeForce GTX 1070
Toshiba,Notebook,15.6,860.0,8,2.0,500.0,0.0,0.0,0.0,500.0,Windows,1920,1080,0,2.5,Intel,Core i5 7200U,Intel,HD Graphics 620
Asus,Notebook,15.6,1299.0,8,2.0,1024.0,256.0,0.0,0.0,1280.0,Windows,3840,2160,0,2.7,Intel,Core i7 7500U,Nvidia,GeForce GTX 960M
Mediacom,Notebook,13.3,369.0,4,1.2,0.0,32.0,0.0,0.0,32.0,Windows,1920,1080,0,1.1,Intel,Celeron Quad Core N3450,Intel,HD Graphics 500
Asus,Gaming,15.6,1649.0,8,2.3,1024.0,128.0,0.0,0.0,1152.0,Windows,1920,1080,0,2.5,Intel,Core i5 7300HQ,Nvidia,GeForce GTX 1060
Dell,Notebook,15.6,1369.0,8,1.93,0.0,256.0,0.0,0.0,256.0,Windows,1920,1080,0,2.8,Intel,Core i7 7600U,Nvidia,GeForce 930MX
Dell,Notebook,15.6,797.41,8,2.2,0.0,256.0,0.0,0.0,256.0,Windows,1920,1080,0,1.6,Intel,Core i5 8250U,AMD,Radeon 530
HP,Notebook,15.6,398.99,4,1.86,0.0,256.0,0.0,0.0,256.0,Windows,1920,1080,0,1.6,Intel,Pentium Quad Core N3710,Intel,HD Graphics 405
HP,Gaming,17.3,1799.0,12,2.62,1024.0,0.0,0.0,0.0,1024.0,Windows,1920,1080,0,2.8,Intel,Core i7 7700HQ,Nvidia,GeForce GTX 1060
Lenovo,Notebook,14.0,859.0,8,1.87,0.0,256.0,0.0,0.0,256.0,Windows,1920,1080,0,2.7,Intel,Core i7 7500U,Nvidia,GeForce 940MX
Dell,Ultrabook,13.3,1399.0,8,1.2,0.0,256.0,0.0,0.0,256.0,Windows,3200,1800,1,1.8,Intel,Core i7 8550U,Intel,UHD Graphics 620
Dell,Notebook,14.0,735.87,4,1.6,0.0,128.0,0.0,0.0,128.0,Windows,1920,1080,0,2.0,Intel,Core i3 6006U,Intel,HD Graphics 520
HP,Ultrabook,13.3,1145.0,8,1.34,0.0,256.0,0.0,0.0,256.0,Windows,3200,1800,0,2.7,Intel,Core i7 7500U,Intel,HD Graphics 620
Acer,Gaming,15.6,798.0,8,2.4,1024.0,0.0,0.0,0.0,1024.0,Linux,1920,1080,0,2.5,Intel,Core i5 7300HQ,Nvidia,GeForce GTX 1050
Asus,Notebook,15.6,349.0,4,2.0,500.0,0.0,0.0,0.0,500.0,Windows,1366,768,0,1.8,AMD,E-Series 7110,AMD,Radeon R2 Graphics
HP,Notebook,15.6,705.5,4,2.1,0.0,128.0,0.0,0.0,128.0,Windows,1920,1080,0,2.4,Intel,Core i3 7100U,Intel,HD Graphics 620
Lenovo,Notebook,14.0,785.0,4,1.87,500.0,0.0,0.0,0.0,500.0,Windows,1920,1080,0,2.5,Intel,Core i5 7200U,Intel,HD Graphics 620
Lenovo,Notebook,15.6,462.35,4,2.15,1024.0,0.0,0.0,0.0,1024.0,No OS,1920,1080,0,2.3,Intel,Core i5 6200U,Intel,HD Graphics 520
HP,Notebook,15.6,397.0,4,1.86,500.0,0.0,0.0,0.0,500.0,Windows,1920,1080,0,2.0,Intel,Core i3 6006U,Intel,HD Graphics 520
Lenovo,Notebook,15.6,1729.0,8,1.99,0.0,512.0,0.0,0.0,512.0,Windows,1920,1080,0,2.7,Intel,Core i7 7500U,Intel,HD Graphics 620
Lenovo,Notebook,15.6,499.0,4,2.2,0.0,128.0,0.0,0.0,128.0,Windows,1920,1080,0,2.0,Intel,Core i3 6006U,Intel,HD Graphics 520
Dell,Notebook,15.6,1116.99,8,1.9,0.0,256.0,0.0,0.0,256.0,Windows,1920,1080,0,2.5,Intel,Core i5 7200U,Intel,HD Graphics 620
Dell,Gaming,17.3,2699.0,16,4.42,1024.0,256.0,0.0,0.0,1280.0,Windows,1920,1080,0,2.8,Intel,Core i7 7700HQ,Nvidia,GeForce GTX 1070
HP,Notebook,17.3,544.15,8,2.65,1024.0,0.0,0.0,0.0,1024.0,Windows,1600,900,0,2.0,Intel,Core i3 6006U,Intel,HD Graphics 520
HP,Notebook,17.3,1280.0,8,2.63,1024.0,0.0,0.0,0.0,1024.0,Windows,1920,1080,0,2.7,Intel,Core i7 7500U,Nvidia,GeForce 930MX
Asus,Notebook,15.6,224.0,4,2.0,500.0,0.0,0.0,0.0,500.0,Linux,1366,768,0,1.1,Intel,Celeron Dual Core N3350,Intel,HD Graphics 500
Mediacom,Notebook,13.3,255.0,4,1.35,0.0,0.0,0.0,32.0,32.0,Windows,1920,1080,0,1.44,Intel,Atom x5-Z8350,Intel,HD Graphics
Lenovo,Notebook,17.3,949.0,6,2.8,1024.0,128.0,0.0,0.0,1152.0,Windows,1600,900,0,2.7,Intel,Core i7 7500U,Nvidia,GeForce 940MX
HP,Notebook,15.6,568.9,6,1.91,0.0,128.0,0.0,0.0,128.0,Windows,1920,1080,0,2.5,AMD,A10-Series A10-9620P,AMD,Radeon 530
Dell,Notebook,15.6,617.9,4,2.18,1024.0,0.0,0.0,0.0,1024.0,Windows,1366,768,0,2.0,Intel,Core i3 6006U,AMD,Radeon R5 M420
Acer,2 in 1 Convertible,11.6,349.0,4,1.25,0.0,0.0,0.0,32.0,32.0,Windows,1920,1080,1,2.0,Intel,Celeron Dual Core N3350,Intel,HD Graphics 500
Lenovo,Notebook,15.6,630.0,4,2.05,0.0,128.0,0.0,0.0,128.0,Windows,1920,1080,0,2.7,Intel,Core i3 7130U,Intel,HD Graphics 620
HP,Ultrabook,13.3,1965.0,16,1.16,0.0,512.0,0.0,0.0,512.0,Windows,3200,1800,1,1.2,Intel,Core M 6Y75,Intel,HD Graphics 515
Lenovo,Notebook,17.3,2999.0,8,3.4,0.0,256.0,0.0,0.0,256.0,Windows,1920,1080,0,2.8,Intel,Core i7 7700HQ,Nvidia,Quadro M620M
Asus,Notebook,15.6,839.0,8,2.5,1024.0,128.0,0.0,0.0,1152.0,Windows,1920,1080,0,2.5,Intel,Core i5 7300HQ,Nvidia,GeForce GTX 1050
Dell,Ultrabook,13.3,1599.0,8,1.21,0.0,128.0,0.0,0.0,128.0,Windows,3840,2160,1,1.6,Intel,Core i5 8250U,Intel,UHD Graphics 620
Dell,Notebook,15.6,959.0,4,1.93,500.0,0.0,0.0,0.0,500.0,Windows,1366,768,0,2.6,Intel,Core i5 7300U,Intel,HD Graphics 620
Fujitsu,Notebook,15.6,739.0,8,2.2,1024.0,0.0,0.0,0.0,1024.0,Windows,1366,768,0,2.5,Intel,Core i5 7200U,Intel,HD Graphics 620
Lenovo,Notebook,15.6,344.0,4,2.2,500.0,0.0,0.0,0.0,500.0,Windows,1920,1080,0,1.1,Intel,Pentium Quad Core N4200,Intel,HD Graphics 505
Lenovo,Notebook,14.0,990.0,4,2.02,500.0,0.0,0.0,0.0,500.0,Windows,1366,768,0,2.5,Intel,Core i5 7200U,Intel,HD Graphics 620
HP,Workstation,17.3,1860.99,8,3.14,500.0,0.0,0.0,0.0,500.0,Windows,1600,900,0,2.8,Intel,Core i5 7440HQ,Nvidia,Quadro M1200
HP,Notebook,14.0,389.0,8,1.94,2048.0,0.0,0.0,0.0,2048.0,Windows,1366,768,0,1.6,Intel,Pentium Quad Core N3710,Intel,HD Graphics 405
HP,Notebook,15.6,649.0,6,1.95,0.0,256.0,0.0,0.0,256.0,Windows,1920,1080,0,3.0,AMD,A9-Series A9-9420,AMD,Radeon 530
Lenovo,Notebook,15.6,830.0,8,2.3,0.0,256.0,0.0,0.0,256.0,Windows,1920,1080,0,2.5,Intel,Core i5 7200U,Intel,HD Graphics 620
Lenovo,Notebook,15.6,685.0,4,2.05,500.0,0.0,0.0,0.0,500.0,Windows,1920,1080,0,1.6,Intel,Core i5 8250U,Intel,HD Graphics 620
Mediacom,Notebook,14.0,249.0,4,1.4,0.0,32.0,0.0,0.0,32.0,Windows,1920,1080,0,1.44,Intel,Atom x5-Z8350,Intel,HD Graphics
Toshiba,Ultrabook,14.0,1865.0,16,1.24,0.0,512.0,0.0,0.0,512.0,Windows,1920,1080,1,2.7,Intel,Core i7 7500U,Intel,HD Graphics 620
Lenovo,Gaming,17.3,2663.0,32,4.6,1024.0,256.0,0.0,0.0,1280.0,Windows,1920,1080,0,2.7,Intel,Core i7 6820HK,Nvidia,GeForce GTX 1070
MSI,Gaming,17.3,2729.0,16,4.14,1024.0,512.0,0.0,0.0,1536.0,Windows,1920,1080,0,2.9,Intel,Core i7 7820HK,Nvidia,GeForce GTX 1070
Dell,Notebook,15.6,749.01,8,2.2,0.0,256.0,0.0,0.0,256.0,Linux,1920,1080,0,2.7,Intel,Core i7 7500U,AMD,Radeon R5 M430
Mediacom,Notebook,14.0,389.0,4,1.45,0.0,32.0,0.0,0.0,32.0,Windows,1920,1080,0,1.1,Intel,Celeron Quad Core N3450,Intel,HD Graphics 500
Dell,Notebook,15.6,1008.52,8,1.9,500.0,0.0,0.0,0.0,500.0,Windows,1366,768,0,2.6,Intel,Core i5 7300U,Intel,HD Graphics 620
HP,Notebook,13.3,719.0,4,1.49,0.0,128.0,0.0,0.0,128.0,Windows,1920,1080,0,2.4,Intel,Core i3 7100U,Intel,HD Graphics 620
Dell,Notebook,15.6,1537.39,16,1.93,0.0,256.0,0.0,0.0,256.0,Windows,1920,1080,0,2.8,Intel,Core i7 7600U,Nvidia,GeForce 930MX
Dell,Netbook,11.6,295.0,4,1.26,0.0,0.0,0.0,16.0,16.0,Chrome OS,1366,768,0,1.6,Intel,Celeron Dual Core N3060,Intel,HD Graphics 400
MSI,Gaming,17.3,2349.0,16,4.5,1024.0,128.0,0.0,0.0,1152.0,Windows,1920,1080,0,2.7,Intel,Core i7 6820HK,Nvidia,GeForce GTX 980M
HP,Gaming,17.3,1498.0,16,3.78,1024.0,256.0,0.0,0.0,1280.0,Windows,1920,1080,0,2.8,Intel,Core i7 7700HQ,Nvidia,GeForce GTX 1050
Lenovo,Ultrabook,14.0,1673.0,12,1.4,0.0,256.0,0.0,0.0,256.0,Windows,1920,1080,0,2.6,Intel,Core i7 6600U,Intel,HD Graphics 520
Lenovo,Notebook,15.6,609.0,12,2.2,1024.0,0.0,0.0,0.0,1024.0,Windows,1366,768,1,1.8,Intel,Core i7 8550U,Intel,HD Graphics 620
Asus,Gaming,17.3,1770.0,8,2.73,1024.0,128.0,0.0,0.0,1152.0,Windows,1920,1080,0,2.5,Intel,Core i5 7300HQ,Nvidia,GeForce GTX 1060
Asus,2 in 1 Convertible,15.6,739.0,8,2.2,1024.0,0.0,0.0,0.0,1024.0,Windows,1366,768,1,2.5,Intel,Core i5 7200U,Intel,HD Graphics 520
Lenovo,Notebook,15.6,949.0,12,2.2,0.0,512.0,0.0,0.0,512.0,Windows,1920,1080,0,3.6,AMD,A12-Series 9720P,AMD,Radeon 530
Dell,2 in 1 Convertible,11.6,603.0,4,1.39,0.0,128.0,0.0,0.0,128.0,Windows,1366,768,1,1.0,Intel,Core M 7Y30,Intel,HD Graphics 615
Samsung,Notebook,15.6,1699.0,16,2.5,1024.0,128.0,0.0,0.0,1152.0,Windows,1920,1080,0,2.8,Intel,Core i7 7700HQ,Nvidia,GeForce GTX 1050
Lenovo,Notebook,17.3,529.0,4,2.8,500.0,0.0,0.0,0.0,500.0,No OS,1920,1080,0,2.0,Intel,Core i3 6006U,Intel,HD Graphics 520
Lenovo,Notebook,15.6,459.0,8,2.29,1024.0,0.0,0.0,0.0,1024.0,Windows,1366,768,0,2.3,Intel,Core i3 6100U,Intel,HD Graphics 520
Lenovo,2 in 1 Convertible,13.3,2025.0,8,1.37,0.0,512.0,0.0,0.0,512.0,Windows,1920,1080,1,2.7,Intel,Core i7 7500U,Intel,HD Graphics 620
Lenovo,Notebook,14.0,1474.0,8,1.7,0.0,256.0,0.0,0.0,256.0,Windows,1920,1080,0,2.5,Intel,Core i5 7300HQ,Intel,HD Graphics 630
Dell,2 in 1 Convertible,12.5,1670.0,8,1.34,0.0,256.0,0.0,0.0,256.0,Windows,1920,1080,1,2.5,Intel,Core i5 7200U,Intel,HD Graphics 620
Dell,Workstation,15.6,1763.0,8,2.06,0.0,256.0,0.0,0.0,256.0,Windows,1920,1080,1,2.8,Intel,Core i7 7700HQ,Nvidia,Quadro M620
HP,Notebook,15.6,1219.0,8,1.84,0.0,256.0,0.0,0.0,256.0,Windows,1920,1080,0,2.7,Intel,Core i7 7500U,Intel,HD Graphics 620
HP,Notebook,15.6,668.48,4,2.1,500.0,0.0,0.0,0.0,500.0,Windows,1366,768,0,2.4,Intel,Core i3 7100U,Intel,HD Graphics 620
Acer,Notebook,14.0,329.0,4,1.6,0.0,0.0,0.0,32.0,32.0,Windows,1920,1080,0,1.1,Intel,Celeron Quad Core N3450,Intel,HD Graphics 500
MSI,Gaming,17.3,2199.0,16,4.14,1024.0,128.0,0.0,0.0,1152.0,Windows,1920,1080,0,2.7,Intel,Core i7 6820HK,Nvidia,GeForce GTX 970M
Dell,Notebook,15.6,465.0,4,2.18,1024.0,0.0,0.0,0.0,1024.0,Linux,1366,768,0,2.0,Intel,Core i3 6006U,AMD,Radeon R5 M420
MSI,Gaming,15.6,2299.0,16,1.8,2048.0,256.0,0.0,0.0,2304.0,Windows,3840,2160,0,2.8,Intel,Core i7 7700HQ,Nvidia,GeForce GTX 1060
Toshiba,Notebook,15.6,1399.0,8,2.2,0.0,256.0,0.0,0.0,256.0,Windows,1920,1080,0,2.5,Intel,Core i7 6500U,Intel,HD Graphics 520
Lenovo,Notebook,15.6,564.0,6,2.4,1024.0,0.0,0.0,0.0,1024.0,Windows,1920,1080,0,2.5,Intel,Core i5 7200U,Intel,HD Graphics 620
Lenovo,2 in 1 Convertible,15.6,1299.0,8,2.0,0.0,256.0,0.0,0.0,256.0,Windows,1920,1080,1,2.8,Intel,Core i7 7700HQ,Intel,HD Graphics 630
Acer,Notebook,14.0,349.0,4,1.6,0.0,0.0,0.0,128.0,128.0,Windows,1366,768,0,1.6,Intel,Pentium Quad Core N3710,Intel,HD Graphics 405
Lenovo,Notebook,15.6,4899.0,32,2.5,0.0,1024.0,0.0,0.0,1024.0,Windows,3840,2160,0,3.1,Intel,Xeon E3-1535M v6,Nvidia,Quadro M2200M
Dell,Gaming,15.6,879.01,16,2.59,1024.0,0.0,0.0,0.0,1024.0,Windows,1920,1080,0,2.6,Intel,Core i7 6700HQ,Nvidia,GeForce GTX 960<U+039C>
Dell,Notebook,15.6,443.9,4,2.18,1024.0,0.0,0.0,0.0,1024.0,Linux,1366,768,0,2.0,Intel,Core i3 6006U,Intel,HD Graphics 520
Dell,Notebook,15.6,359.0,4,2.25,1024.0,0.0,0.0,0.0,1024.0,Linux,1366,768,0,2.0,Intel,Core i3 6006U,Intel,HD Graphics 520
Dell,Notebook,15.6,869.0,4,1.93,500.0,0.0,0.0,0.0,500.0,Linux,1366,768,0,2.6,Intel,Core i5 7300U,Intel,HD Graphics 620
Asus,Gaming,17.3,1168.0,8,3.0,1024.0,128.0,0.0,0.0,1152.0,Windows,1920,1080,0,2.8,Intel,Core i7 7700HQ,Nvidia,GeForce GTX 1050
Dell,Notebook,15.6,569.0,4,2.18,0.0,128.0,0.0,0.0,128.0,Linux,1920,1080,0,2.5,Intel,Core i5 7200U,AMD,Radeon R5 M420
HP,Ultrabook,15.6,1389.0,8,1.84,0.0,512.0,0.0,0.0,512.0,Windows,1920,1080,0,2.7,Intel,Core i7 7500U,Intel,HD Graphics 620
MSI,Gaming,15.6,2267.86,16,2.94,1024.0,256.0,0.0,0.0,1280.0,Windows,1920,1080,0,2.8,Intel,Core i7 7700HQ,Nvidia,GeForce GTX 1070
